USB2E5653_1:101		
372.62	-201.17	
372.999	7.83	
373.378	0.83	
373.757	2.83	
374.136	11.83	
374.515	8.83	
374.894	14.83	
375.273	11.83	
375.651	14.83	
376.03	6.83	
376.409	15.83	
376.788	13.83	
377.166	15.83	
377.545	12.83	
377.924	15.83	
378.302	17.83	
378.681	12.83	
379.059	15.83	
379.438	12.83	
379.816	14.83	
380.195	17.83	
380.573	16.83	
380.951	10.83	
381.329	18.83	
381.708	11.83	
382.086	17.83	
382.464	18.83	
382.842	15.83	
383.22	15.83	
383.598	15.83	
383.976	13.83	
384.354	19.83	
384.732	14.83	
385.11	12.83	
385.488	19.83	
385.866	12.83	
386.244	10.83	
386.621	11.83	
386.999	15.83	
387.377	14.83	
387.754	15.83	
388.132	14.83	
388.509	12.83	
388.887	11.83	
389.264	13.83	
389.642	12.83	
390.019	77.83	
390.397	13.83	
390.774	12.83	
391.151	15.83	
391.528	14.83	
391.906	10.83	
392.283	16.83	
392.66	9.83	
393.037	14.83	
393.414	18.83	
393.791	14.83	
394.168	12.83	
394.545	14.83	
394.922	17.83	
395.299	19.83	
395.676	11.83	
396.052	11.83	
396.429	11.83	
396.806	19.83	
397.183	14.83	
397.559	20.83	
397.936	16.83	
398.312	14.83	
398.689	13.83	
399.065	19.83	
399.442	18.83	
399.818	17.83	
400.195	18.83	
400.571	11.83	
400.947	19.83	
401.324	18.83	
401.7	12.83	
402.076	14.83	
402.452	18.83	
402.828	13.83	
403.204	20.83	
403.58	18.83	
403.956	15.83	
404.332	20.83	
404.708	23.83	
405.084	18.83	
405.46	13.83	
405.836	17.83	
406.211	14.83	
406.587	16.83	
406.963	16.83	
407.338	17.83	
407.714	19.83	
408.089	17.83	
408.465	10.83	
408.84	18.83	
409.216	14.83	
409.591	10.83	
409.967	13.83	
410.342	14.83	
410.717	16.83	
411.093	17.83	
411.468	17.83	
411.843	21.83	
412.218	19.83	
412.593	18.83	
412.968	17.83	
413.343	18.83	
413.718	18.83	
414.093	12.83	
414.468	14.83	
414.843	16.83	
415.218	17.83	
415.593	16.83	
415.967	14.83	
416.342	13.83	
416.717	19.83	
417.091	19.83	
417.466	18.83	
417.84	16.83	
418.215	23.83	
418.589	20.83	
418.964	21.83	
419.338	18.83	
419.713	15.83	
420.087	20.83	
420.461	23.83	
420.835	12.83	
421.21	18.83	
421.584	16.83	
421.958	20.83	
422.332	15.83	
422.706	15.83	
423.08	18.83	
423.454	18.83	
423.828	25.83	
424.202	17.83	
424.576	16.83	
424.949	15.83	
425.323	22.83	
425.697	13.83	
426.071	8.83	
426.444	15.83	
426.818	16.83	
427.191	17.83	
427.565	21.83	
427.939	14.83	
428.312	16.83	
428.685	24.83	
429.059	17.83	
429.432	17.83	
429.805	13.83	
430.179	19.83	
430.552	17.83	
430.925	21.83	
431.298	20.83	
431.671	23.83	
432.044	17.83	
432.417	15.83	
432.79	14.83	
433.163	17.83	
433.536	25.83	
433.909	21.83	
434.282	18.83	
434.655	20.83	
435.027	20.83	
435.4	16.83	
435.773	15.83	
436.145	20.83	
436.518	17.83	
436.891	14.83	
437.263	14.83	
437.636	17.83	
438.008	22.83	
438.38	15.83	
438.753	21.83	
439.125	18.83	
439.497	13.83	
439.87	19.83	
440.242	19.83	
440.614	15.83	
440.986	20.83	
441.358	22.83	
441.73	15.83	
442.102	11.83	
442.474	19.83	
442.846	22.83	
443.218	17.83	
443.59	22.83	
443.962	19.83	
444.333	18.83	
444.705	16.83	
445.077	20.83	
445.448	17.83	
445.82	17.83	
446.192	13.83	
446.563	17.83	
446.935	19.83	
447.306	19.83	
447.677	23.83	
448.049	22.83	
448.42	14.83	
448.791	20.83	
449.163	16.83	
449.534	17.83	
449.905	16.83	
450.276	16.83	
450.647	15.83	
451.018	23.83	
451.389	22.83	
451.76	23.83	
452.131	15.83	
452.502	17.83	
452.873	20.83	
453.244	15.83	
453.615	22.83	
453.985	23.83	
454.356	15.83	
454.727	21.83	
455.097	22.83	
455.468	18.83	
455.838	18.83	
456.209	15.83	
456.579	15.83	
456.95	20.83	
457.32	19.83	
457.69	18.83	
458.061	18.83	
458.431	20.83	
458.801	19.83	
459.171	17.83	
459.541	18.83	
459.911	11.83	
460.281	23.83	
460.651	16.83	
461.021	16.83	
461.391	37.83	
461.761	22.83	
462.131	16.83	
462.501	19.83	
462.871	21.83	
463.24	15.83	
463.61	19.83	
463.98	16.83	
464.349	21.83	
464.719	15.83	
465.088	14.83	
465.458	17.83	
465.827	16.83	
466.197	16.83	
466.566	19.83	
466.935	18.83	
467.305	18.83	
467.674	17.83	
468.043	21.83	
468.412	18.83	
468.781	17.83	
469.151	21.83	
469.52	17.83	
469.889	10.83	
470.258	12.83	
470.626	16.83	
470.995	17.83	
471.364	14.83	
471.733	17.83	
472.102	19.83	
472.47	15.83	
472.839	26.83	
473.208	19.83	
473.576	17.83	
473.945	22.83	
474.313	20.83	
474.682	20.83	
475.05	16.83	
475.419	20.83	
475.787	18.83	
476.155	22.83	
476.524	21.83	
476.892	14.83	
477.26	21.83	
477.628	17.83	
477.996	18.83	
478.364	16.83	
478.732	16.83	
479.1	16.83	
479.468	14.83	
479.836	14.83	
480.204	18.83	
480.572	14.83	
480.94	13.83	
481.307	23.83	
481.675	16.83	
482.043	20.83	
482.41	19.83	
482.778	25.83	
483.146	19.83	
483.513	20.83	
483.88	20.83	
484.248	15.83	
484.615	20.83	
484.983	17.83	
485.35	18.83	
485.717	18.83	
486.084	21.83	
486.452	19.83	
486.819	16.83	
487.186	17.83	
487.553	13.83	
487.92	16.83	
488.287	16.83	
488.654	18.83	
489.021	16.83	
489.387	16.83	
489.754	15.83	
490.121	15.83	
490.488	22.83	
490.854	13.83	
491.221	18.83	
491.588	10.83	
491.954	18.83	
492.321	18.83	
492.687	17.83	
493.054	17.83	
493.42	15.83	
493.786	17.83	
494.153	20.83	
494.519	17.83	
494.885	19.83	
495.251	21.83	
495.617	18.83	
495.984	16.83	
496.35	17.83	
496.716	21.83	
497.082	16.83	
497.448	19.83	
497.813	17.83	
498.179	17.83	
498.545	13.83	
498.911	26.83	
499.277	20.83	
499.642	17.83	
500.008	19.83	
500.374	17.83	
500.739	19.83	
501.105	20.83	
501.47	17.83	
501.836	19.83	
502.201	22.83	
502.566	15.83	
502.932	12.83	
503.297	20.83	
503.662	16.83	
504.027	19.83	
504.393	19.83	
504.758	14.83	
505.123	14.83	
505.488	20.83	
505.853	17.83	
506.218	20.83	
506.583	19.83	
506.948	12.83	
507.312	17.83	
507.677	18.83	
508.042	19.83	
508.407	18.83	
508.771	23.83	
509.136	13.83	
509.5	23.83	
509.865	17.83	
510.229	11.83	
510.594	21.83	
510.958	12.83	
511.323	20.83	
511.687	19.83	
512.051	18.83	
512.415	17.83	
512.78	13.83	
513.144	14.83	
513.508	19.83	
513.872	19.83	
514.236	18.83	
514.6	16.83	
514.964	16.83	
515.328	15.83	
515.692	17.83	
516.056	17.83	
516.419	16.83	
516.783	19.83	
517.147	19.83	
517.51	17.83	
517.874	20.83	
518.238	19.83	
518.601	20.83	
518.965	16.83	
519.328	19.83	
519.692	16.83	
520.055	21.83	
520.418	13.83	
520.782	18.83	
521.145	15.83	
521.508	18.83	
521.871	17.83	
522.234	18.83	
522.597	22.83	
522.96	19.83	
523.323	17.83	
523.686	12.83	
524.049	23.83	
524.412	24.83	
524.775	20.83	
525.138	19.83	
525.5	18.83	
525.863	19.83	
526.226	17.83	
526.588	16.83	
526.951	13.83	
527.313	18.83	
527.676	19.83	
528.038	15.83	
528.401	21.83	
528.763	17.83	
529.125	12.83	
529.488	18.83	
529.85	25.83	
530.212	18.83	
530.574	17.83	
530.936	12.83	
531.298	20.83	
